X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2
-16.6273,2.11923,9.99806,0.0038,-0.6717,-4.99297,9.99806,0.0074,-10.8648,11.9656,9.99806,0.011
-16.6274,2.11925,9.95503,0.0039,-0.671714,-4.99307,9.95503,0.0075,-10.8649,11.9657,9.95503,0.0111
-16.6275,2.11926,9.91176,0.004,-0.671727,-4.99317,9.91176,0.0076,-10.865,11.9658,9.91176,0.0112
-16.6276,2.11927,9.86871,0.0041,-0.671741,-4.99327,9.86871,0.0077,-10.865,11.9659,9.86871,0.0113
-16.6277,2.11929,9.8263,0.0042,-0.671755,-4.99338,9.8263,0.0078,-10.8651,11.966,9.8263,0.0114
-16.6278,2.1193,9.78494,0.0043,-0.671769,-4.99348,9.78494,0.0079,-10.8652,11.966,9.78494,0.0115
-16.6279,2.11931,9.74503,0.0044,-0.671783,-4.99358,9.74503,0.008,-10.8652,11.9661,9.74503,0.0116
-16.628,2.11933,9.7069,0.0045,-0.671797,-4.99369,9.7069,0.0081,-10.8653,11.9662,9.7069,0.0117
-16.6281,2.11934,9.67089,0.0046,-0.671811,-4.9938,9.67089,0.0082,-10.8654,11.9663,9.67089,0.0118
-16.6282,2.11935,9.63727,0.0047,-0.671825,-4.9939,9.63727,0.0083,-10.8655,11.9663,9.63727,0.0119
-16.6283,2.11937,9.60631,0.0048,-0.67184,-4.99401,9.60631,0.0084,-10.8655,11.9664,9.60631,0.012
-16.6284,2.11938,9.5782,0.0049,-0.671854,-4.99412,9.5782,0.0085,-10.8656,11.9665,9.5782,0.0121
-16.6285,2.11939,9.55312,0.005,-0.671869,-4.99423,9.55312,0.0086,-10.8657,11.9666,9.55312,0.0122
-16.6287,2.11941,9.53122,0.0051,-0.671884,-4.99433,9.53122,0.0087,-10.8657,11.9667,9.53122,0.0123
-16.6288,2.11942,9.51259,0.0052,-0.671898,-4.99444,9.51259,0.0088,-10.8658,11.9668,9.51259,0.0124
-16.6289,2.11944,9.49729,0.0053,-0.671913,-4.99455,9.49729,0.0089,-10.8659,11.9668,9.49729,0.0125
-16.629,2.11945,9.48536,0.0054,-0.671928,-4.99466,9.48536,0.009,-10.866,11.9669,9.48536,0.0126
-16.6291,2.11946,9.47677,0.0055,-0.671943,-4.99478,9.47677,0.0091,-10.866,11.967,9.47677,0.0127
-16.6292,2.11948,9.47148,0.0056,-0.671958,-4.99489,9.47148,0.0092,-10.8661,11.9671,9.47148,0.0128
-16.6293,2.11949,9.46943,0.0057,-0.671973,-4.995,9.46943,0.0093,-10.8662,11.9672,9.46943,0.0129
-16.6294,2.11951,9.47049,0.0058,-0.671988,-4.99511,9.47049,0.0094,-10.8663,11.9672,9.47049,0.013
-16.6295,2.11952,9.47454,0.0059,-0.672003,-4.99522,9.47454,0.0095,-10.8663,11.9673,9.47454,0.0131
-16.6297,2.11954,9.48142,0.006,-0.672018,-4.99534,9.48142,0.0096,-10.8664,11.9674,9.48142,0.0132
-16.6298,2.11955,9.49094,0.0061,-0.672034,-4.99545,9.49094,0.0097,-10.8665,11.9675,9.49094,0.0133
-16.6299,2.11957,9.50291,0.0062,-0.672049,-4.99556,9.50291,0.0098,-10.8666,11.9676,9.50291,0.0134
-16.63,2.11958,9.5171,0.0063,-0.672064,-4.99568,9.5171,0.0099,-10.8667,11.9677,9.5171,0.0135
-16.6301,2.11959,9.53328,0.0064,-0.67208,-4.99579,9.53328,0.01,-10.8667,11.9678,9.53328,0.0136
-16.6302,2.11961,9.5512,0.0065,-0.672095,-4.99591,9.5512,0.0101,-10.8668,11.9678,9.5512,0.0137
-16.6303,2.11962,9.57062,0.0066,-0.672111,-4.99602,9.57062,0.0102,-10.8669,11.9679,9.57062,0.0138
-16.6305,2.11964,9.59127,0.0067,-0.672126,-4.99614,9.59127,0.0103,-10.867,11.968,9.59127,0.0139
-16.6306,2.11965,9.6129,0.0068,-0.672142,-4.99625,9.6129,0.0104,-10.867,11.9681,9.6129,0.014
-16.6307,2.11967,9.63523,0.0069,-0.672157,-4.99637,9.63523,0.0105,-10.8671,11.9682,9.63523,0.0141
-16.6308,2.11968,9.65803,0.007,-0.672173,-4.99649,9.65803,0.0106,-10.8672,11.9683,9.65803,0.0142
-16.6309,2.1197,9.68102,0.0071,-0.672189,-4.9966,9.68102,0.0107,-10.8673,11.9684,9.68102,0.0143
-16.631,2.11971,9.70398,0.0072,-0.672204,-4.99672,9.70398,0.0108,-10.8674,11.9684,9.70398,0.0144
-16.6312,2.11973,9.72666,0.0073,-0.67222,-4.99683,9.72666,0.0109,-10.8674,11.9685,9.72666,0.0145
-16.6313,2.11974,9.74885,0.0074,-0.672236,-4.99695,9.74885,0.011,-10.8675,11.9686,9.74885,0.0146
-16.6314,2.11976,9.77034,0.0075,-0.672251,-4.99707,9.77034,0.0111,-10.8676,11.9687,9.77034,0.0147
-16.6315,2.11977,9.79092,0.0076,-0.672267,-4.99719,9.79092,0.0112,-10.8677,11.9688,9.79092,0.0148
-16.6316,2.11979,9.81044,0.0077,-0.672283,-4.9973,9.81044,0.0113,-10.8678,11.9689,9.81044,0.0149
-16.6317,2.1198,9.82872,0.0078,-0.672299,-4.99742,9.82872,0.0114,-10.8678,11.969,9.82872,0.015
-16.6319,2.11982,9.84564,0.0079,-0.672315,-4.99754,9.84564,0.0115,-10.8679,11.9691,9.84564,0.0151
-16.632,2.11983,9.86107,0.008,-0.67233,-4.99766,9.86107,0.0116,-10.868,11.9692,9.86107,0.0152
-16.6321,2.11985,9.87491,0.0081,-0.672346,-4.99777,9.87491,0.0117,-10.8681,11.9692,9.87491,0.0153
-16.6322,2.11986,9.88708,0.0082,-0.672362,-4.99789,9.88708,0.0118,-10.8682,11.9693,9.88708,0.0154
-16.6323,2.11988,9.89753,0.0083,-0.672378,-4.99801,9.89753,0.0119,-10.8682,11.9694,9.89753,0.0155
-16.6325,2.11989,9.90621,0.0084,-0.672394,-4.99813,9.90621,0.012,-10.8683,11.9695,9.90621,0.0156
-16.6326,2.11991,9.91311,0.0085,-0.67241,-4.99825,9.91311,0.0121,-10.8684,11.9696,9.91311,0.0157
-16.6327,2.11992,9.91823,0.0086,-0.672426,-4.99837,9.91823,0.0122,-10.8685,11.9697,9.91823,0.0158
-16.6328,2.11994,9.92158,0.0087,-0.672442,-4.99848,9.92158,0.0123,-10.8686,11.9698,9.92158,0.0159
-16.6329,2.11995,9.9232,0.0088,-0.672458,-4.9986,9.9232,0.0124,-10.8686,11.9699,9.9232,0.016
-16.633,2.11997,9.92314,0.0089,-0.672474,-4.99872,9.92314,0.0125,-10.8687,11.9699,9.92314,0.0161
-16.6332,2.11998,9.92146,0.009,-0.67249,-4.99884,9.92146,0.0126,-10.8688,11.97,9.92146,0.0162
-16.6333,2.12,9.91826,0.0091,-0.672506,-4.99896,9.91826,0.0127,-10.8689,11.9701,9.91826,0.0163
-16.6334,2.12001,9.91362,0.0092,-0.672522,-4.99908,9.91362,0.0128,-10.869,11.9702,9.91362,0.0164
-16.6335,2.12003,9.90765,0.0093,-0.672538,-4.9992,9.90765,0.0129,-10.869,11.9703,9.90765,0.0165
-16.6336,2.12004,9.90046,0.0094,-0.672554,-4.99932,9.90046,0.013,-10.8691,11.9704,9.90046,0.0166
-16.6338,2.12006,9.89217,0.0095,-0.67257,-4.99944,9.89217,0.0131,-10.8692,11.9705,9.89217,0.0167
-16.6339,2.12007,9.88291,0.0096,-0.672586,-4.99956,9.88291,0.0132,-10.8693,11.9706,9.88291,0.0168
-16.634,2.12009,9.87281,0.0097,-0.672602,-4.99967,9.87281,0.0133,-10.8694,11.9707,9.87281,0.0169
-16.6341,2.1201,9.86202,0.0098,-0.672618,-4.99979,9.86202,0.0134,-10.8694,11.9707,9.86202,0.017
-16.6342,2.12012,9.85067,0.0099,-0.672634,-4.99991,9.85067,0.0135,-10.8695,11.9708,9.85067,0.0171
-16.6344,2.12013,9.83889,0.01,-0.67265,-5.00003,9.83889,0.0136,-10.8696,11.9709,9.83889,0.0172
-16.6345,2.12015,9.82683,0.0101,-0.672666,-5.00015,9.82683,0.0137,-10.8697,11.971,9.82683,0.0173
-16.6346,2.12017,9.81462,0.0102,-0.672682,-5.00027,9.81462,0.0138,-10.8698,11.9711,9.81462,0.0174
-16.6347,2.12018,9.80239,0.0103,-0.672699,-5.00039,9.80239,0.0139,-10.8699,11.9712,9.80239,0.0175
-16.6348,2.1202,9.79027,0.0104,-0.672715,-5.00051,9.79027,0.014,-10.8699,11.9713,9.79027,0.0176
-16.635,2.12021,9.77838,0.0105,-0.672731,-5.00063,9.77838,0.0141,-10.87,11.9714,9.77838,0.0177
-16.6351,2.12023,9.76683,0.0106,-0.672747,-5.00075,9.76683,0.0142,-10.8701,11.9715,9.76683,0.0178
-16.6352,2.12024,9.75572,0.0107,-0.672763,-5.00087,9.75572,0.0143,-10.8702,11.9716,9.75572,0.0179
-16.6353,2.12026,9.74516,0.0108,-0.672779,-5.00099,9.74516,0.0144,-10.8703,11.9716,9.74516,0.018
-16.6354,2.12027,9.73522,0.0109,-0.672795,-5.00111,9.73522,0.0145,-10.8703,11.9717,9.73522,0.0181
-16.6356,2.12029,9.72599,0.011,-0.672811,-5.00123,9.72599,0.0146,-10.8704,11.9718,9.72599,0.0182
-16.6357,2.1203,9.71754,0.0111,-0.672828,-5.00135,9.71754,0.0147,-10.8705,11.9719,9.71754,0.0183
-16.6358,2.12032,9.70991,0.0112,-0.672844,-5.00147,9.70991,0.0148,-10.8706,11.972,9.70991,0.0184
-16.6359,2.12033,9.70315,0.0113,-0.67286,-5.00159,9.70315,0.0149,-10.8707,11.9721,9.70315,0.0185
-16.636,2.12035,9.69731,0.0114,-0.672876,-5.00171,9.69731,0.015,-10.8707,11.9722,9.69731,0.0186
-16.6362,2.12036,9.6924,0.0115,-0.672892,-5.00183,9.6924,0.0151,-10.8708,11.9723,9.6924,0.0187
-16.6363,2.12038,9.68843,0.0116,-0.672908,-5.00195,9.68843,0.0152,-10.8709,11.9724,9.68843,0.0188
-16.6364,2.12039,9.68542,0.0117,-0.672925,-5.00207,9.68542,0.0153,-10.871,11.9725,9.68542,0.0189
-16.6365,2.12041,9.68335,0.0118,-0.672941,-5.00219,9.68335,0.0154,-10.8711,11.9725,9.68335,0.019
-16.6366,2.12043,9.6822,0.0119,-0.672957,-5.00231,9.6822,0.0155,-10.8712,11.9726,9.6822,0.0191
-16.6368,2.12044,9.68196,0.012,-0.672973,-5.00243,9.68196,0.0156,-10.8712,11.9727,9.68196,0.0192
-16.6369,2.12046,9.68259,0.0121,-0.672989,-5.00255,9.68259,0.0157,-10.8713,11.9728,9.68259,0.0193
-16.637,2.12047,9.68404,0.0122,-0.673006,-5.00267,9.68404,0.0158,-10.8714,11.9729,9.68404,0.0194
-16.6371,2.12049,9.68628,0.0123,-0.673022,-5.0028,9.68628,0.0159,-10.8715,11.973,9.68628,0.0195
-16.6372,2.1205,9.68924,0.0124,-0.673038,-5.00292,9.68924,0.016,-10.8716,11.9731,9.68924,0.0196
-16.6374,2.12052,9.69287,0.0125,-0.673054,-5.00304,9.69287,0.0161,-10.8716,11.9732,9.69287,0.0197
-16.6375,2.12053,9.69711,0.0126,-0.67307,-5.00316,9.69711,0.0162,-10.8717,11.9733,9.69711,0.0198
-16.6376,2.12055,9.70188,0.0127,-0.673087,-5.00328,9.70188,0.0163,-10.8718,11.9734,9.70188,0.0199
-16.6377,2.12056,9.70712,0.0128,-0.673103,-5.0034,9.70712,0.0164,-10.8719,11.9734,9.70712,0.02
-16.6378,2.12058,9.71275,0.0129,-0.673119,-5.00352,9.71275,0.0165,-10.872,11.9735,9.71275,0.0201
-16.638,2.12059,9.7187,0.013,-0.673135,-5.00364,9.7187,0.0166,-10.8721,11.9736,9.7187,0.0202
-16.6381,2.12061,9.7249,0.0131,-0.673151,-5.00376,9.7249,0.0167,-10.8721,11.9737,9.7249,0.0203
-16.6382,2.12062,9.73128,0.0132,-0.673168,-5.00388,9.73128,0.0168,-10.8722,11.9738,9.73128,0.0204
-16.6383,2.12064,9.73775,0.0133,-0.673184,-5.004,9.73775,0.0169,-10.8723,11.9739,9.73775,0.0205
-16.6385,2.12065,9.74426,0.0134,-0.6732,-5.00412,9.74426,0.017,-10.8724,11.974,9.74426,0.0206
-16.6386,2.12067,9.75073,0.0135,-0.673216,-5.00424,9.75073,0.0171,-10.8725,11.9741,9.75073,0.0207
-16.6387,2.12069,9.7571,0.0136,-0.673232,-5.00436,9.7571,0.0172,-10.8725,11.9742,9.7571,0.0208
-16.6388,2.1207,9.76331,0.0137,-0.673249,-5.00448,9.76331,0.0173,-10.8726,11.9743,9.76331,0.0209
-16.6389,2.12072,9.76929,0.0138,-0.673265,-5.0046,9.76929,0.0174,-10.8727,11.9743,9.76929,0.021
-16.6391,2.12073,9.775,0.0139,-0.673281,-5.00472,9.775,0.0175,-10.8728,11.9744,9.775,0.0211
-16.6392,2.12075,9.7804,0.014,-0.673297,-5.00484,9.7804,0.0176,-10.8729,11.9745,9.7804,0.0212
-16.6393,2.12076,9.78542,0.0141,-0.673314,-5.00496,9.78542,0.0177,-10.873,11.9746,9.78542,0.0213
-16.6394,2.12078,9.79005,0.0142,-0.67333,-5.00508,9.79005,0.0178,-10.873,11.9747,9.79005,0.0214
-16.6395,2.12079,9.79425,0.0143,-0.673346,-5.00521,9.79425,0.0179,-10.8731,11.9748,9.79425,0.0215
-16.6397,2.12081,9.79798,0.0144,-0.673362,-5.00533,9.79798,0.018,-10.8732,11.9749,9.79798,0.0216
-16.6398,2.12082,9.80124,0.0145,-0.673378,-5.00545,9.80124,0.0181,-10.8733,11.975,9.80124,0.0217
-16.6399,2.12084,9.80401,0.0146,-0.673395,-5.00557,9.80401,0.0182,-10.8734,11.9751,9.80401,0.0218
-16.64,2.12085,9.80627,0.0147,-0.673411,-5.00569,9.80627,0.0183,-10.8734,11.9752,9.80627,0.0219
-16.6401,2.12087,9.80803,0.0148,-0.673427,-5.00581,9.80803,0.0184,-10.8735,11.9752,9.80803,0.022
-16.6403,2.12088,9.80929,0.0149,-0.673443,-5.00593,9.80929,0.0185,-10.8736,11.9753,9.80929,0.0221
-16.6404,2.1209,9.81005,0.015,-0.67346,-5.00605,9.81005,0.0186,-10.8737,11.9754,9.81005,0.0222
-16.6405,2.12092,9.81033,0.0151,-0.673476,-5.00617,9.81033,0.0187,-10.8738,11.9755,9.81033,0.0223
-16.6406,2.12093,9.81013,0.0152,-0.673492,-5.00629,9.81013,0.0188,-10.8739,11.9756,9.81013,0.0224
-16.6407,2.12095,9.80949,0.0153,-0.673508,-5.00641,9.80949,0.0189,-10.8739,11.9757,9.80949,0.0225
-16.6409,2.12096,9.80843,0.0154,-0.673524,-5.00653,9.80843,0.019,-10.874,11.9758,9.80843,0.0226
-16.641,2.12098,9.80697,0.0155,-0.673541,-5.00665,9.80697,0.0191,-10.8741,11.9759,9.80697,0.0227
-16.6411,2.12099,9.80515,0.0156,-0.673557,-5.00677,9.80515,0.0192,-10.8742,11.976,9.80515,0.0228
-16.6412,2.12101,9.80299,0.0157,-0.673573,-5.00689,9.80299,0.0193,-10.8743,11.9761,9.80299,0.0229
-16.6413,2.12102,9.80054,0.0158,-0.673589,-5.00701,9.80054,0.0194,-10.8743,11.9761,9.80054,0.023
-16.6415,2.12104,9.79783,0.0159,-0.673606,-5.00714,9.79783,0.0195,-10.8744,11.9762,9.79783,0.0231
-16.6416,2.12105,9.79489,0.016,-0.673622,-5.00726,9.79489,0.0196,-10.8745,11.9763,9.79489,0.0232
-16.6417,2.12107,9.79177,0.0161,-0.673638,-5.00738,9.79177,0.0197,-10.8746,11.9764,9.79177,0.0233
-16.6418,2.12108,9.78851,0.0162,-0.673654,-5.0075,9.78851,0.0198,-10.8747,11.9765,9.78851,0.0234
-16.642,2.1211,9.78515,0.0163,-0.673671,-5.00762,9.78515,0.0199,-10.8748,11.9766,9.78515,0.0235
-16.6421,2.12112,9.78172,0.0164,-0.673687,-5.00774,9.78172,0.02,-10.8748,11.9767,9.78172,0.0236
-16.6422,2.12113,9.77826,0.0165,-0.673703,-5.00786,9.77826,0.0201,-10.8749,11.9768,9.77826,0.0237
-16.6423,2.12115,9.77481,0.0166,-0.673719,-5.00798,9.77481,0.0202,-10.875,11.9769,9.77481,0.0238
-16.6424,2.12116,9.7714,0.0167,-0.673736,-5.0081,9.7714,0.0203,-10.8751,11.977,9.7714,0.0239
-16.6426,2.12118,9.76807,0.0168,-0.673752,-5.00822,9.76807,0.0204,-10.8752,11.977,9.76807,0.024
-16.6427,2.12119,9.76485,0.0169,-0.673768,-5.00834,9.76485,0.0205,-10.8752,11.9771,9.76485,0.0241
-16.6428,2.12121,9.76176,0.017,-0.673784,-5.00846,9.76176,0.0206,-10.8753,11.9772,9.76176,0.0242
-16.6429,2.12122,9.75884,0.0171,-0.6738,-5.00858,9.75884,0.0207,-10.8754,11.9773,9.75884,0.0243
-16.643,2.12124,9.7561,0.0172,-0.673817,-5.0087,9.7561,0.0208,-10.8755,11.9774,9.7561,0.0244
-16.6432,2.12125,9.75357,0.0173,-0.673833,-5.00882,9.75357,0.0209,-10.8756,11.9775,9.75357,0.0245
-16.6433,2.12127,9.75127,0.0174,-0.673849,-5.00895,9.75127,0.021,-10.8757,11.9776,9.75127,0.0246
-16.6434,2.12128,9.74921,0.0175,-0.673865,-5.00907,9.74921,0.0211,-10.8757,11.9777,9.74921,0.0247
-16.6435,2.1213,9.74739,0.0176,-0.673882,-5.00919,9.74739,0.0212,-10.8758,11.9778,9.74739,0.0248
-16.6436,2.12131,9.74584,0.0177,-0.673898,-5.00931,9.74584,0.0213,-10.8759,11.9779,9.74584,0.0249
-16.6438,2.12133,9.74455,0.0178,-0.673914,-5.00943,9.74455,0.0214,-10.876,11.9779,9.74455,0.025
-16.6439,2.12135,9.74353,0.0179,-0.67393,-5.00955,9.74353,0.0215,-10.8761,11.978,9.74353,0.0251
-16.644,2.12136,9.74278,0.018,-0.673947,-5.00967,9.74278,0.0216,-10.8761,11.9781,9.74278,0.0252
-16.6441,2.12138,9.7423,0.0181,-0.673963,-5.00979,9.7423,0.0217,-10.8762,11.9782,9.7423,0.0253
-16.6442,2.12139,9.74207,0.0182,-0.673979,-5.00991,9.74207,0.0218,-10.8763,11.9783,9.74207,0.0254
-16.6444,2.12141,9.7421,0.0183,-0.673995,-5.01003,9.7421,0.0219,-10.8764,11.9784,9.7421,0.0255
-16.6445,2.12142,9.74236,0.0184,-0.674012,-5.01015,9.74236,0.022,-10.8765,11.9785,9.74236,0.0256
-16.6446,2.12144,9.74286,0.0185,-0.674028,-5.01027,9.74286,0.0221,-10.8766,11.9786,9.74286,0.0257
-16.6447,2.12145,9.74357,0.0186,-0.674044,-5.01039,9.74357,0.0222,-10.8766,11.9787,9.74357,0.0258
-16.6449,2.12147,9.74449,0.0187,-0.67406,-5.01052,9.74449,0.0223,-10.8767,11.9788,9.74449,0.0259
-16.645,2.12148,9.74558,0.0188,-0.674077,-5.01064,9.74558,0.0224,-10.8768,11.9789,9.74558,0.026
-16.6451,2.1215,9.74684,0.0189,-0.674093,-5.01076,9.74684,0.0225,-10.8769,11.9789,9.74684,0.0261
-16.6452,2.12151,9.74824,0.019,-0.674109,-5.01088,9.74824,0.0226,-10.877,11.979,9.74824,0.0262
-16.6453,2.12153,9.74976,0.0191,-0.674125,-5.011,9.74976,0.0227,-10.877,11.9791,9.74976,0.0263
-16.6455,2.12154,9.75139,0.0192,-0.674142,-5.01112,9.75139,0.0228,-10.8771,11.9792,9.75139,0.0264
-16.6456,2.12156,9.75311,0.0193,-0.674158,-5.01124,9.75311,0.0229,-10.8772,11.9793,9.75311,0.0265
-16.6457,2.12158,9.75488,0.0194,-0.674174,-5.01136,9.75488,0.023,-10.8773,11.9794,9.75488,0.0266
-16.6458,2.12159,9.7567,0.0195,-0.67419,-5.01148,9.7567,0.0231,-10.8774,11.9795,9.7567,0.0267
-16.6459,2.12161,9.75853,0.0196,-0.674206,-5.0116,9.75853,0.0232,-10.8775,11.9796,9.75853,0.0268
-16.6461,2.12162,9.76037,0.0197,-0.674223,-5.01172,9.76037,0.0233,-10.8775,11.9797,9.76037,0.0269
-16.6462,2.12164,9.76219,0.0198,-0.674239,-5.01184,9.76219,0.0234,-10.8776,11.9798,9.76219,0.027
-16.6463,2.12165,9.76398,0.0199,-0.674255,-5.01196,9.76398,0.0235,-10.8777,11.9798,9.76398,0.0271
-16.6464,2.12167,9.76571,0.02,-0.674271,-5.01208,9.76571,0.0236,-10.8778,11.9799,9.76571,0.0272
-16.6465,2.12168,9.76738,0.0201,-0.674288,-5.01221,9.76738,0.0237,-10.8779,11.98,9.76738,0.0273
-16.6467,2.1217,9.76896,0.0202,-0.674304,-5.01233,9.76896,0.0238,-10.8779,11.9801,9.76896,0.0274
-16.6468,2.12171,9.77045,0.0203,-0.67432,-5.01245,9.77045,0.0239,-10.878,11.9802,9.77045,0.0275
-16.6469,2.12173,9.77183,0.0204,-0.674336,-5.01257,9.77183,0.024,-10.8781,11.9803,9.77183,0.0276
-16.647,2.12174,9.77309,0.0205,-0.674353,-5.01269,9.77309,0.0241,-10.8782,11.9804,9.77309,0.0277
-16.6472,2.12176,9.77423,0.0206,-0.674369,-5.01281,9.77423,0.0242,-10.8783,11.9805,9.77423,0.0278
-16.6473,2.12178,9.77524,0.0207,-0.674385,-5.01293,9.77524,0.0243,-10.8784,11.9806,9.77524,0.0279
-16.6474,2.12179,9.7761,0.0208,-0.674401,-5.01305,9.7761,0.0244,-10.8784,11.9807,9.7761,0.028
-16.6475,2.12181,9.77683,0.0209,-0.674418,-5.01317,9.77683,0.0245,-10.8785,11.9807,9.77683,0.0281
-16.6476,2.12182,9.77742,0.021,-0.674434,-5.01329,9.77742,0.0246,-10.8786,11.9808,9.77742,0.0282
-16.6478,2.12184,9.77786,0.0211,-0.67445,-5.01341,9.77786,0.0247,-10.8787,11.9809,9.77786,0.0283
-16.6479,2.12185,9.77816,0.0212,-0.674466,-5.01353,9.77816,0.0248,-10.8788,11.981,9.77816,0.0284
-16.648,2.12187,9.77833,0.0213,-0.674483,-5.01365,9.77833,0.0249,-10.8788,11.9811,9.77833,0.0285
-16.6481,2.12188,9.77835,0.0214,-0.674499,-5.01377,9.77835,0.025,-10.8789,11.9812,9.77835,0.0286
-16.6482,2.1219,9.77825,0.0215,-0.674515,-5.0139,9.77825,0.0251,-10.879,11.9813,9.77825,0.0287
-16.6484,2.12191,9.77802,0.0216,-0.674531,-5.01402,9.77802,0.0252,-10.8791,11.9814,9.77802,0.0288
-16.6485,2.12193,9.77768,0.0217,-0.674548,-5.01414,9.77768,0.0253,-10.8792,11.9815,9.77768,0.0289
-16.6486,2.12194,9.77723,0.0218,-0.674564,-5.01426,9.77723,0.0254,-10.8793,11.9816,9.77723,0.029
-16.6487,2.12196,9.77667,0.0219,-0.67458,-5.01438,9.77667,0.0255,-10.8793,11.9816,9.77667,0.0291
